Período;Região;Instituição;Localização Geográfica;Nº Dias de Internamento;Lotação Praticada;Taxa Anual de Ocupação em Internamento
2019-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;37483;114;90.0
2019-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;89546;305;80.4
2019-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;90704;339;73.3
2019-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;117136;377;85.1
2019-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;138299;410;92.4
2019-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;116277;313;101.7
2019-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;78607;247;87.1
2019-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;269247;770;95.7
2019-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;184238;563;89.6
2019-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;115998;351;90.5
2020-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;8253;307;88.3
2020-01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;13854;510;89.2
2020-01;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;1829;85;70.7
2020-01;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;3736;173;70.9
2020-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;5159;222;76.3
2020-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;10536;386;89.7
2020-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;25386;1272;65.6
2020-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;11476;412;91.5
2020-01;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;6732;285;77.6
2020-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;24531;780;103.3
2020-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;16434;535;100.9
2020-01;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;3891;87;146.9
2020-01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;4003;117;112.4
2020-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;52350;904;95.1
2020-02;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;15638;321;80.0
2020-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;71557;1313;89.5
2020-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;20329;377;88.6
2020-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;15564;277;92.3
2020-02;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;28719;474;99.5
2020-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;21934;313;115.1
2020-02;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;37807;698;89.0
2020-02;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;17857;345;85.0
2020-03;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;21232;290;80.2
2020-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;74184;904;89.9
2020-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;22769;308;81.0
2020-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;30095;386;85.4
2020-03;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;22035;277;87.1
2020-03;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;11275;143;86.3
2020-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;10971;117;102.7
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;31634;405;85.5
2020-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;11866;146;66.8
2020-04;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;6449;84;63.1
2020-04;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;2917;75;31.9
2020-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;37699;386;80.2
2020-04;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;10983;120;75.2
2020-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;27500;277;81.5
2020-04;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;38577;313;101.2
2020-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;39841;420;77.9
2020-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;57829;660;72.0
2020-04;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;13258;117;93.1
2020-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;29534;370;65.6
2020-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;34169;301;74.6
2020-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;73665;635;76.2
2020-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;34043;328;68.2
2020-05;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;131673;1129;76.6
2020-05;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;30114;235;84.2
2020-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;126315;794;104.5
2020-05;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;63403;454;91.8
2020-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;71797;578;81.6
2020-05;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;15438;71;142.9
2020-06;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;9222;84;60.1
2020-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;20081;154;71.4
2020-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;97054;707;75.2
2020-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;51766;373;76.0
2020-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;57449;392;80.2
2020-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;93017;559;91.1
2020-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;145047;754;105.3
2020-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;75011;454;90.5
2020-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;84653;578;80.2
2020-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;31506;206;71.8
2020-07;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;46648;305;71.8
2020-07;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;79342;509;73.2
2020-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;47541;347;64.3
2020-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;29571;215;64.6
2020-07;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;60252;373;75.8
2020-07;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;72194;432;78.4
2020-07;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;18840;120;73.7
2020-07;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;109585;688;74.8
2020-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;50127;295;69.8
2020-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;93134;509;75.1
2020-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;73354;378;79.7
2020-08;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;12118;84;59.2
2020-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;54077;309;71.9
2020-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;69334;373;76.3
2020-08;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;75409;313;98.9
2020-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;48038;229;76.6
2020-09;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;28723;154;68.1
2020-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;80253;388;75.5
2020-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;68797;324;77.5
2020-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;84713;313;98.8
2020-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;232731;1082;78.5
2020-09;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;53285;255;76.3
2020-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;177247;759;85.2
2020-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;26253;117;81.9
2020-10;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;15046;84;58.8
2020-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;68446;277;81.2
2020-10;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;93924;313;98.6
2020-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;59673;263;74.5
2020-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;29332;117;82.4
2020-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;93504;405;75.9
2020-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;72956;311;70.1
2020-11;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;5846;28;62.4
2020-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;76405;349;65.4
2020-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;327842;1160;84.4
2020-11;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;102895;401;76.6
2020-11;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;202100;789;76.5
2020-11;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;287613;1082;79.4
2020-11;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;219330;811;80.8
2020-11;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;149249;553;80.6
2020-11;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;146338;753;58.0
2020-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;75161;295;69.8
2020-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;54105;208;71.2
2020-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;142782;509;76.8
2020-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;406983;1608;69.3
2020-12;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;3648;18;55.5
2020-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;124852;431;79.3
2020-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;220420;789;76.5
2020-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;177219;542;89.5
2020-12;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;71436;285;68.6
2020-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;314267;1073;80.2
2020-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;162263;554;80.2
2020-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;158914;624;69.7
2020-12;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;30397;75;111.0
2020-12;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;91901;345;72.9
2021-01;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;1373;83;54.3
2021-01;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;768;36;70.1
2021-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;8861;385;75.6
2021-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;20396;703;95.3
2021-01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;15455;593;85.6
2021-01;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;5873;285;67.7
2021-01;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;2959;94;103.4
2021-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;1360;36;62.1
2021-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;21113;416;83.4
2021-02;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;16323;303;88.5
2021-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;23165;497;76.6
2021-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;5936;150;65.0
2021-02;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;30301;574;86.7
2021-02;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;5549;94;97.0
2021-02;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;15273;345;72.7
2021-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;18439;374;81.0
2021-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;13805;210;72.0
2021-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;11193;165;74.3
2021-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;37223;521;78.2
2021-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;10180;149;74.8
2021-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;2084;35;65.2
2021-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;24159;320;82.7
2021-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;20241;262;84.6
2021-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;61351;819;82.0
2021-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;41597;576;79.1
2021-03;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;41027;618;72.7
2021-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;27684;351;86.4
2021-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;14631;160;75.1
2021-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;19290;244;64.9
2021-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;49183;525;76.9
2021-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;138005;1565;72.4
2021-04;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;5777;82;57.9
2021-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;68564;728;77.4
2021-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;39412;376;86.1
2021-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;27877;277;82.7
2021-04;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;45331;418;89.1
2021-04;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;26019;262;81.6
2021-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;24909;241;67.9
2021-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;35500;316;73.8
2021-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;16660;149;73.5
2021-05;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;3343;33;66.6
2021-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;43052;365;77.5
2021-05;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;15444;120;84.6
